date,industry_1.0,industry_2.0,industry_3.0,industry_4.0,industry_5.0,industry_6.0,industry_7.0,industry_8.0,industry_9.0,industry_10.0,industry_11.0,industry_12.0,credit_spread_1,credit_spread_2,credit_spread_3,credit_spread_4,credit_spread_5,credit_spread_6,credit_spread_7,credit_spread_8,credit_spread_9,credit_spread_10,maturity_1,maturity_2,maturity_3,maturity_4,maturity_5,rating_1,rating_2,rating_3,rating_4,rating_5
2004-08-31,0.0199422937859181,0.019703731463036594,0.023488118714755705,0.024156496579038327,0.020906535102854576,0.023902812452271674,0.021364291774692276,0.034093325576388445,0.020136820370153647,0.022684062099293526,0.019762877338008057,0.012901578158262319,0.01301533601652642,0.016564477255129106,0.023465940470680003,0.024606796470180083,0.02303845557450978,0.0335244124019114,0.02433175521412769,0.02244663136973406,0.021534706813432593,0.00501466999848833,0.01091455116076677,0.016047935351041275,0.020924928080514896,0.02824721234481104,0.03291677943269662,0.021526056947083434,0.02174570635959696,0.023820189416801897,0.02603442171509408,0.014954500212182432
2004-09-30,0.012161794297326639,0.006563186535424347,0.006211497300464986,0.016763574657798614,0.012631771638999539,0.006980487852085311,0.011786812597244376,0.013498678492903558,0.0065042385443420375,0.009452946738995743,0.0030227978330820892,0.009326396130167561,-7.440962304109932e-05,0.0014926036353459292,0.00429785725997781,0.0060902131746963135,0.008692102205248957,0.009356604186564688,0.01135537947473961,0.010867457978655855,0.0033962406765793,0.014902467771514842,0.0003802563411575265,0.003933474142043609,0.008693906850555048,0.009467234115933407,0.01634063073644846,0.0034148285618992476,0.0059203524905444005,0.008509901055278511,0.008072748715823455,0.013763093133902676
2004-10-31,0.006221085225268255,-0.0023904124874900407,0.014017058179557226,0.013409065017073715,0.009900824792318158,0.014079251076219372,0.019386943799426466,0.011540200035568026,0.008541384962126461,0.006768345040799684,0.005052868497913745,0.027250763635790622,0.0038992509867434907,0.00486383246414713,0.006168297045615698,0.008190526297094877,0.010917839606989027,0.011370056798215648,0.009543126328432235,0.0055194122817030945,0.026078244957335316,0.03493898342618085,0.003334512943594917,0.008825694917436957,0.01104966332509983,0.012212713253199491,0.019310373432943638,0.006597249920796426,0.006989001291365142,0.007055971436762799,0.011830797666904064,0.0253072110865364
2004-11-30,-0.004401022186551526,-0.0011462675810098727,0.004310572575740926,-0.0045552497300836315,0.001463046854259998,-0.005584525653081666,0.002727831486227929,-0.0003583827833849595,-0.0037719027519052843,-0.004208904867795213,-0.008403977852628216,0.004103850273898381,-0.007786471245419799,-0.008630419294402607,-0.009000732359818313,-0.010536603446165716,-0.00870106003921331,-0.007347208464127437,-0.00736257846859893,-0.004806480770217095,0.003647400457206184,0.0351317551693632,-0.0030819025028149018,-0.002498122707807842,-0.0025350597925540286,-0.005587870912708277,-0.002601617426280357,-0.010339735072479575,-0.008187158509173516,-0.006950008839835935,-0.005563533991051067,0.018918596223040096
2004-12-31,0.008191321764275946,0.012100355127942173,0.010865447873080039,0.008796723370615978,0.012174264331595162,0.012851116806016985,0.018732048396148275,0.011164012963474336,0.010404970114157714,0.011924581351494677,0.007653876378698937,0.015394898027106682,0.002838371879161274,0.003946509082015909,0.006397153305935481,0.009336726226292323,0.010248034676416782,0.011584314759938562,0.012483921933194836,0.014879251004992364,0.013960258523595778,0.03251492952589178,0.0025436310758196086,0.007736003456847216,0.011196766559583455,0.013708989350413332,0.021323818737676543,0.007927525880493698,0.007365109843191721,0.00978961672175982,0.009553890452133175,0.020446349383598586
2005-01-31,0.010920967331260177,-0.004853024664665617,0.0034194571484452508,0.011826472598865833,0.0049987393630881415,0.001951410991025828,0.001307662083621599,0.007080992301186064,0.004488922495614162,0.003944444271458608,0.0034861421386847636,-0.00012190382911215266,-0.0004763108599504857,0.0015463939999909,0.007146600169362434,0.009256980600276356,0.009993088038712721,0.01141816597734889,0.008084572919492501,0.0006987491631064203,0.0007747787999974067,-0.021202270282501066,-0.0016087591185019335,-0.004282182634238799,0.0006710901203434094,0.004828344700119443,0.021910881158614448,0.005286589268919258,0.007294825516423784,0.009940766402221177,0.002836469159963632,-0.009135359145809055
2005-02-28,-0.0007848018995468555,-0.008570396248640054,0.0009939459982324468,0.001468344980342522,0.0020510378363781372,0.0004467874605110448,0.006958861079031153,0.004502792155345145,-0.0012545641119388507,0.0029155451335752917,-0.004299322036059342,0.0028848547936978406,-0.004927607585344577,-0.005287850554445198,-0.005752978616930258,-0.005961943514942733,-0.004980600022827961,-0.0025283494141765885,0.001747351340253999,0.0001783620429543272,0.01224743136671353,0.017870622959331967,-0.0017560466098226477,-0.0017625705005979973,-0.000603505729671916,0.0010717550672184435,0.0020984171306343254,-0.005112176589998043,-0.004431198879004231,-0.0031832199722743983,-3.494964639498338e-05,0.015789869141358343
2005-03-31,-0.015497818337704698,-0.060196115019192156,-0.02353839898026231,-0.02296028122774189,-0.015600229066591404,-0.02083967686766542,-0.025056398035980892,-0.022168765959888946,-0.022450596123695363,-0.017886831621774162,-0.02030331400921307,-0.02500914272382259,-0.007175609861177185,-0.009301911190597104,-0.01276147923608159,-0.015751605606918163,-0.018295473881813806,-0.025692743984084,-0.03178900084204994,-0.054551503004023255,-0.04428594344668221,-0.035416582696059566,-0.005587955174909261,-0.018309657554611905,-0.023149809913342513,-0.029407860011696676,-0.039240667874612,-0.012582661763418313,-0.014392480540004565,-0.0296781071174761,-0.033876220559048056,-0.03170465733542799
2005-04-30,0.01366235502258085,-0.048311645661869684,0.004321991314703658,0.005649003405369798,0.010412749777082583,0.010463909375007368,0.004552598803560806,0.0031535206238543436,0.006571685408821845,0.014159790879802715,0.010749264593837547,0.0012217367983564866,0.00804446553511043,0.010014847556383415,0.014873155635215416,0.017116518002491102,0.01690183605248994,0.01648691440241206,0.006611409223296704,-0.021312400137641175,-0.022705217914106526,-0.02363316624966745,0.001785180782823826,0.0046934485657358655,0.003082739302531732,0.011782306043553754,0.01110744104897863,0.015474028787000462,0.016326380730712728,0.0031003524958939516,0.0024504349006936607,-0.01741654400981632
2005-05-31,0.008074979188327336,0.017619320256514564,0.00681436312867871,0.011889793932293051,0.0064326743234801075,0.01071100690251995,0.014708089590815147,0.015933977201549054,0.011411385854277695,0.014860662068007515,0.007408273604317561,0.014914408251392569,0.003142019414419288,0.004381308332556561,0.007703463569095622,0.009655846639808702,0.011838806245026798,0.012641414630748303,0.012692653914439678,0.014232748097531948,0.018483946193885187,0.023944108236339183,0.0025184183105891244,0.007310074050331322,0.011936254171582615,0.014860239118322547,0.01781916539304943,0.007879489395628495,0.007758700586497064,0.00954000265494136,0.015412937258824928,0.019315697060609944
